,phrases,frequency
3806,one min,1
3807,one model,1
3808,one month,6
3809,one naest,1
3810,one need,2
3811,one network,2
3812,one new,1
3813,one nin,2
3814,one ninety,4
3815,one not,3
3816,one of,1
3817,one one,8
3818,one ord,3
3819,one outsid,1
3820,one pay,1
3821,one perfum,1
3822,one phot,1
3823,one pictur,1
3824,one piec,1
3825,one plac,1
3826,one posted,1
3827,one precis,1
3828,one probl,1
3829,one product,12
3830,one quality,1
3831,one queen,1
3832,one ram,1
3833,one rat,1
3834,one received,3
3835,one resolv,1
3836,one respond,1
3837,one returm,3
3838,one returned,1
3839,one scal,1
3840,one sent,3
3841,one set,1
3842,one seventy,1
3843,one should,1
3844,one sid,1
3845,one signaling,1
3846,one signed,1
3847,one siren,1
3848,one sit,1
3849,one six,1
3850,one sixty,3
3851,one so,1
3852,one solv,1
3853,one spray,2
3854,one ssd,1
3855,one st,1
3856,one still,2
3857,one tablet,1
3858,one tend,1
3859,one th,3
3860,one that,1
3861,one the,26
3862,one thing,4
3863,one thirty,1
3864,one thought,1
3865,one thousand,6
3866,one tim,3
3867,one tomorrow,1
3868,one trac,1
3869,one two,1
3870,one un,1
3871,one unit,11
3872,one valu,1
3873,one vial,2
3874,one voic,4
3875,one wait,1
3876,one waiting,1
3877,one want,2
3878,one warm,1
3879,one week,1
3880,one went,2
3881,one what,1
3882,one when,1
3883,one which,1
3884,one will,1
3885,one within,1
3886,one without,2
3887,one would,2
3888,one xl,1
3889,one you,2
3890,one your,1
3891,one zer,2
3892,onebdf silv,1
3893,onexfifty thre,1
3894,onlin am,1
3895,onlin stor,1
3896,only arrived,2
3897,only bas,1
3898,only basket,1
3899,only bottl,1
3900,only cam,9
3901,only delivered,5
3902,only gav,2
3903,only got,1
3904,only issued,1
3905,only meet,1
3906,only one,19
3907,only polled,1
3908,only probl,1
3909,only received,23
3910,only recording,1
3911,only request,1
3912,only say,1
3913,only send,2
3914,only sent,2
3915,only the,1
3916,only they,1
3917,only thre,1
3918,only today,1
3919,only two,2
3920,only used,1
3921,only voic,2
3922,only warn,1
3923,open cancellation,1
3924,open canist,1
3925,open check,1
3926,open complaint,1
3927,open growing,1
3928,open packaging,2
3929,open proces,1
3930,open request,1
3931,open seal,1
3932,open sever,1
3933,open took,1
3934,open tracking,1
3935,opened box,1
3936,opened call,2
3937,opened canist,1
3938,opened complaint,2
3939,opened had,1
3940,opened packag,1
3941,opened return,1
3942,opened the,4
3943,opening complaint,1
3944,opening disappointment,1
3945,opening observed,1
3946,opening packag,1
3947,opening the,1
3948,opening thought,1
3949,operat applianc,1
3950,operation it,2
3951,opinion been,1
3952,opinion bought,1
3953,opinion hav,1
3954,opinion not,1
3955,opinion soon,1
3956,opinion the,1
3957,opinion would,1
3958,opposit the,1
3959,optiom in,1
3960,optiom the,1
3961,option call,1
3962,option pref,1
3963,option return,1
3964,option speak,1
3965,option useles,1
3966,or forecasting,1
3967,or in,1
3968,or les,2
3969,or not,1
3970,or revers,1
3971,or voic,1
3972,or warning,1
3973,orang col,2
3974,ord about,1
3975,ord account,1
3976,ord already,1
3977,ord as,1
3978,ord cam,1
3979,ord can,1
3980,ord canceled,1
3981,ord despit,1
3982,ord doe,1
3983,ord exchang,1
3984,ord far,1
3985,ord hav,1
3986,ord incomplet,1
3987,ord it,4
3988,ord long,1
3989,ord mad,1
3990,ord missing,1
3991,ord not,1
3992,ord one,1
3993,ord product,1
3994,ord reason,1
3995,ord six,1
3996,ord still,1
3997,ord stopped,1
3998,ord than,1
3999,ord the,2
4000,ord they,2
4001,ord thirty,1
4002,ord thre,2
4003,ord two,2
4004,ord yet,1
4005,ordered black,1
4006,ordered film,1
4007,ordered got,1
4008,ordered one,1
4009,ordered paid,1
4010,ordered perfum,1
4011,ordered product,3
4012,ordered sam,1
4013,ordered six,1
4014,ordered siz,1
4015,ordered the,1
4016,ordered twic,1
4017,ordered two,4
4018,organiz box,2
4019,organization phot,1
4020,organizing box,1
4021,orient warranty,1
4022,orig advertisement,1
4023,orig besid,1
4024,orig black,2
4025,orig box,1
4026,orig canceled,1
4027,orig doe,1
4028,orig essenc,1
4029,orig filt,1
4030,orig found,1
4031,orig hav,1
4032,orig hp,2
4033,orig in,1
4034,orig it,2
4035,orig model,1
4036,orig packaging,2
4037,orig piec,1
4038,orig pric,1
4039,orig print,1
4040,orig product,5
4041,orig repl,1
4042,orig season,1
4043,orig sent,1
4044,orig should,1
4045,orig six,1
4046,orig tak,1
4047,orig that,1
4048,orig the,2
4049,orig xl,1
4050,origin blumenau,1
4051,origin chin,1
4052,origin pirat,1
4053,origin quality,1
4054,originality the,1
4055,ornament received,1
4056,os two,1
4057,oth ah,1
4058,oth alternativ,1
4059,oth canceled,1
4060,oth cha,1
4061,oth even,1
4062,oth four,1
4063,oth it,2
4064,oth lack,1
4065,oth messag,1
4066,oth not,1
4067,oth ord,1
4068,oth otherwis,1
4069,oth pf,1
4070,oth product,4
4071,oth remembering,1
4072,oth set,1
4073,oth step,2
4074,oth tb,1
4075,oth thre,1
4076,oth tim,1
4077,otherwis going,1
4078,otherwis not,1
4079,otherwis will,1
4080,otherwis would,2
4081,ousted not,1
4082,out foot,1
4083,out orig,1
4084,out sid,1
4085,outcom the,1
4086,outdated slow,1
4087,outdated version,1
4088,outlet gav,1
4089,outlet nothing,1
4090,outlet wat,1
4091,outraged depend,1
4092,outraged pric,1
4093,outsid deadlin,1
4094,outsid paid,1
4095,outsid who,1
4096,ov get,1
4097,ov the,1
4098,overcom expiration,1
4099,pack cam,1
4100,pack preach,2
4101,packag arrived,1
4102,packag cam,2
4103,packag just,1
4104,packag not,1
4105,packag one,2
4106,packag only,1
4107,packag packag,1
4108,packag saw,1
4109,packag that,1
4110,packag the,3
4111,packag trying,1
4112,packag want,1
4113,packag would,1
4114,packaged product,1
4115,packaging all,1
4116,packaging cam,2
4117,packaging damaged,1
4118,packaging declared,1
4119,packaging different,1
4120,packaging dirty,1
4121,packaging draw,1
4122,packaging insid,1
4123,packaging much,1
4124,packaging not,3
4125,packaging opening,2
4126,packaging perfum,1
4127,packaging product,1
4128,packaging realiz,1
4129,packaging shown,1
4130,packaging tak,1
4131,packaging the,2
4132,packaging trying,1
4133,packaging very,1
4134,packaging violated,1
4135,packaging wa,1
4136,packaging with,1
4137,packaging without,1
4138,packed deadlin,1
4139,packed folded,1
4140,packed inadequately,1
4141,packed leaked,1
4142,packed missing,1
4143,packed sho,1
4144,packed the,1
4145,packed thil,1
4146,packed without,1
4147,packet one,2
4148,packing blurry,1
4149,packing tang,1
4150,packing violated,1
4151,paid absurdity,1
4152,paid already,2
4153,paid both,1
4154,paid delivering,1
4155,paid did,4
4156,paid doe,1
4157,paid doubl,1
4158,paid eight,1
4159,paid even,1
4160,paid expensiv,1
4161,paid fifty,1
4162,paid first,2
4163,paid fiv,1
4164,paid four,1
4165,paid freight,12
4166,paid individ,1
4167,paid it,1
4168,paid lilac,1
4169,paid low,1
4170,paid my,1
4171,paid not,6
4172,paid nothing,1
4173,paid one,2
4174,paid plastic,1
4175,paid pric,1
4176,paid product,5
4177,paid ret,1
4178,paid shipping,1
4179,paid so,1
4180,paid ste,1
4181,paid targaryen,1
4182,paid than,1
4183,paid the,9
4184,paid thre,1
4185,paid to,1
4186,paid totally,1
4187,paid two,16
4188,paid valu,2
4189,paid view,2
4190,paid want,1
4191,paid websit,1
4192,paid who,1
4193,paid would,1
4194,paint kit,1
4195,paint packaging,1
4196,paint plat,1
4197,pair cartridg,1
4198,pair pictur,1
4199,pam did,1
4200,pam do,1
4201,pan due,1
4202,pan leak,1
4203,pand the,1
4204,pap announcement,1
4205,pap did,1
4206,paraguay worst,1
4207,parallel repl,1
4208,parallel reported,1
4209,parallel unit,1
4210,parent readines,1
4211,part aluminum,1
4212,part could,1
4213,part erred,1
4214,part fell,1
4215,part not,1
4216,part send,2
4217,part sending,1
4218,part so,1
4219,part sup,1
4220,part suspect,1
4221,part the,5
4222,part total,1
4223,part totally,1
4224,part two,1
4225,parti do,1
4226,parti sell,1
4227,partially delivered,1
4228,partn are,1
4229,partn canist,1
4230,partn company,1
4231,partn do,1
4232,partn hav,2
4233,partn know,1
4234,partn landsim,1
4235,partn list,1
4236,partn product,1
4237,partn push,1
4238,partn respond,1
4239,partn respons,1
4240,partn said,1
4241,partn st,2
4242,partn stark,1
4243,partn stor,1
4244,partn the,1
4245,partn thes,1
4246,partn to,1
4247,partn use,1
4248,partnership canist,1
4249,partnership help,1
4250,party of,1
4251,party the,1
4252,pas car,1
4253,pas contact,1
4254,passag box,1
4255,passag mad,1
4256,passed deadlin,1
4257,passed delivery,3
4258,passed fiv,1
4259,passed forty,1
4260,passed so,1
4261,passed the,1
4262,passed two,1
4263,passim every,1
4264,passim without,1
4265,passively evil,1
4266,passport two,1
4267,past almost,1
4268,past estimated,1
4269,past one,1
4270,past the,1
4271,pasted rol,1
4272,path the,1
4273,patterm should,1
4274,pattern sold,1
4275,paul sp,1
4276,pay attention,2
4277,pay expensiv,1
4278,pay misleading,1
4279,pay not,2
4280,pay reading,1
4281,pay then,1
4282,pay twenty,1
4283,pay two,1
4284,pay wait,1
4285,pay without,1
4286,paying twenty,1
4287,payment approved,1
4288,payment deadlin,1
4289,payment discovered,1
4290,payment first,1
4291,payment insid,1
4292,payment is,1
4293,payment month,1
4294,payment no,1
4295,payment not,1
4296,payment revers,2
4297,payment six,1
4298,payment the,3
4299,payment two,1
4300,payment wa,1
4301,payment would,1
4302,pc already,1
4303,pc not,1
4304,pc the,1
4305,pearl ha,1
4306,peel printing,1
4307,pem received,1
4308,pem still,1
4309,pendant appe,1
4310,pendant broken,1
4311,pendant cam,2
4312,pendant construction,1
4313,pendant not,1
4314,pendant received,1
4315,pendant they,1
4316,pending simpl,1
4317,pendriv usb,1
4318,peopl according,1
4319,peopl responsibl,1
4320,peopl the,1
4321,per delivery,1
4322,per tre,1
4323,perceived ad,1
4324,perceived da,1
4325,perfect fak,1
4326,perfect howev,1
4327,performed due,1
4328,performed giv,1
4329,performing the,1
4330,perfum cam,2
4331,perfum fak,1
4332,perfum hug,1
4333,perfum mis,1
4334,perfum my,2
4335,perfum no,1
4336,perfum not,1
4337,perfum orig,1
4338,perfum spray,1
4339,perfum the,1
4340,perfum tommy,1
4341,perfum tot,1
4342,perfum two,1
4343,perhap truck,1
4344,period neith,1
4345,period would,1
4346,person absurd,1
4347,person anoth,1
4348,person can,1
4349,person good,1
4350,person need,1
4351,person without,1
4352,personalized therm,1
4353,pes serv,1
4354,pessim experienc,1
4355,pet box,1
4356,pet nf,1
4357,pet received,1
4358,pf unit,1
4359,ph rapid,1
4360,philip cam,1
4361,phon already,1
4362,phon answering,1
4363,phon appe,1
4364,phon call,1
4365,phon contact,2
4366,phon horribl,1
4367,phon hundred,1
4368,phon immediat,1
4369,phon impos,1
4370,phon information,1
4371,phon it,1
4372,phon low,1
4373,phon missing,1
4374,phon my,1
4375,phon not,1
4376,phon numb,3
4377,phon pc,1
4378,phon received,1
4379,phon requested,1
4380,phon spoiled,1
4381,phon talk,1
4382,phon targaryen,1
4383,phon the,3
4384,phon they,1
4385,phon tried,1
4386,phon we,1
4387,phot ad,1
4388,phot announced,1
4389,phot believ,1
4390,phot black,1
4391,phot delivered,1
4392,phot did,1
4393,phot different,1
4394,phot discretion,1
4395,phot do,2
4396,phot drawing,1
4397,phot extremely,1
4398,phot get,1
4399,phot it,1
4400,phot mark,1
4401,phot match,1
4402,phot mor,1
4403,phot not,4
4404,phot phot,1
4405,phot product,1
4406,phot proving,1
4407,phot quality,1
4408,phot receiv,1
4409,phot received,1
4410,phot se,1
4411,phot seemed,1
4412,phot sit,1
4413,phot small,1
4414,phot templat,1
4415,phot the,11
4416,phot thought,1
4417,phot wa,1
4418,phot want,1
4419,phot with,1
4420,physic education,1
4421,physic the,1
4422,pick any,1
4423,picolinat ging,1
4424,pictur believ,1
4425,pictur fram,1
4426,pictur printing,1
4427,pictur targaryen,1
4428,pictur the,1
4429,pictur want,1
4430,pie look,1
4431,piec bought,1
4432,piec cam,1
4433,piec contacted,1
4434,piec described,1
4435,piec disappointed,1
4436,piec kit,1
4437,piec mak,1
4438,piec needed,1
4439,piec not,3
4440,piec quantity,1
4441,piec received,1
4442,piec request,1
4443,piec sell,1
4444,piec sent,1
4445,piec the,3
4446,piec torn,1
4447,piec waiting,1
4448,pigment da,1
4449,pillow arrived,1
4450,pillow broom,1
4451,pillow cov,1
4452,pillow far,1
4453,pillow memory,2
4454,pillow model,1
4455,pillowcas po,1
4456,pillowcas received,1
4457,pin alway,1
4458,pin the,1
4459,pink cam,1
4460,pink whit,1
4461,pipett they,1
4462,piracy sigm,1
4463,pirat go,1
4464,pirat whos,1
4465,piston kit,1
4466,piston seat,1
4467,plac black,1
4468,plac bought,1
4469,plac disappointed,1
4470,plac fit,1
4471,plac out,1
4472,plac purchas,1
4473,plac received,1
4474,plac the,1
4475,plac thirty,1
4476,plac wa,1
4477,plac what,1
4478,placed top,1
4479,plan two,1
4480,planned product,1
4481,plant that,1
4482,plastic bad,1
4483,plastic cov,1
4484,plastic curtain,3
4485,plastic latch,1
4486,plastic revealing,1
4487,plastic that,1
4488,plastic the,1
4489,plastic understand,1
4490,plastic yarn,1
4491,plat not,1
4492,plat of,1
4493,plat when,1
4494,platform missing,1
4495,play futs,1
4496,play is,1
4497,played merchandis,1
4498,played money,1
4499,played trash,1
4500,played voic,1
4501,pleas ask,1
4502,pleas chang,1
4503,pleas check,3
4504,pleas contact,1
4505,pleas did,1
4506,pleas forget,1
4507,pleas giv,1
4508,pleas let,1
4509,pleas mi,1
4510,pleas post,1
4511,pleas provid,1
4512,pleas respond,1
4513,pleas send,1
4514,pleas solv,2
4515,pleas streamlin,1
4516,pleas want,1
4517,pleas wanted,1
4518,pleas warn,1
4519,pleased deadlin,1
4520,plot still,1
4521,plot thre,1
4522,plu card,1
4523,plu giv,1
4524,plu non,1
4525,plu not,1
4526,plu product,1
4527,plu receiv,1
4528,plu the,2
4529,plu they,1
4530,plush keep,1
4531,po buying,1
4532,po call,1
4533,po company,1
4534,po conditiom,1
4535,po condition,1
4536,po delivery,3
4537,po finish,1
4538,po mous,1
4539,po partn,1
4540,po product,1
4541,po quality,13
4542,po rapid,1
4543,po sell,2
4544,po serv,1
4545,po stor,1
4546,po support,1
4547,point giv,1
4548,point not,1
4549,point stopped,1
4550,pointing defect,1
4551,polivitaminic each,1
4552,polled two,1
4553,pond rio,1
4554,poorly finished,1
4555,poorly mad,1
4556,poorly packed,3
4557,poorly quality,2
4558,porn am,1
4559,portrait howev,1
4560,positiom the,1
4561,positiom total,1
4562,position far,1
4563,position merchandis,1
4564,position my,2
4565,position request,1
4566,position so,1
4567,position the,6
4568,position thil,1
4569,position to,1
4570,position until,1
4571,position urgently,1
4572,position you,1
4573,positioning if,1
4574,positioning regarding,1
4575,positioning the,2
4576,positiv hyperop,2
4577,positiv lens,2
4578,possibl cancel,1
4579,possibl chang,1
4580,possibl evaluat,1
4581,possibl hav,1
4582,possibl requested,1
4583,possibl very,1
4584,post cod,1
4585,post negativ,1
4586,post numb,1
4587,post offic,46
4588,post otherwis,1
4589,post show,1
4590,postag the,1
4591,postal cod,1
4592,postal complained,1
4593,posted product,1
4594,posted strik,1
4595,posted ten,1
4596,posted the,1
4597,posting information,1
4598,posting the,1
4599,pot ended,1
4600,pot missed,1
4601,pot only,1
4602,pot pot,1
4603,potat it,1
4604,pow supply,1
4605,powd arrived,1
4606,powd paid,1
4607,powerful cor,1
4608,pr liv,1
4609,pract they,1
4610,preach ten,1
4611,preach total,1
4612,precis remedi,1
4613,precisely eighteen,1
4614,precisely misleading,1
4615,predicted delivery,1
4616,predicted six,1
4617,pref pay,1
4618,pref wait,1
4619,premium copp,1
4620,premium samsung,1
4621,prepared shipping,1
4622,pres one,1
4623,present cle,1
4624,present dat,4
4625,present did,1
4626,present moment,2
4627,present played,1
4628,present printing,1
4629,present sit,1
4630,present two,1
4631,presentation phot,1
4632,presented availabl,1
4633,presented err,1
4634,presented probl,1
4635,presented product,1
4636,presented the,2
4637,presenting correct,1
4638,preservativ dye,1
4639,pressed the,1
4640,pressur cook,1
4641,pressur dog,1
4642,pressur hug,1
4643,prestit product,1
4644,prevent stack,1
4645,previ devic,1
4646,previ model,1
4647,previ purchas,1
4648,pric all,1
4649,pric am,1
4650,pric announced,1
4651,pric charged,2
4652,pric delivery,1
4653,pric differenc,1
4654,pric freight,1
4655,pric not,2
4656,pric paid,2
4657,pric small,1
4658,primary err,1
4659,print according,1
4660,print accused,1
4661,print aggravating,1
4662,print cartridg,2
4663,print described,1
4664,print detected,1
4665,print etc,1
4666,print half,1
4667,print identified,1
4668,print in,1
4669,print indicated,1
4670,print ink,1
4671,print need,1
4672,print orig,1
4673,print pointing,1
4674,print refused,1
4675,print sixty,1
4676,print technician,1
4677,print the,1
4678,print tried,1
4679,print valu,1
4680,print with,1
4681,printed deskjet,1
4682,printed equal,1
4683,printed the,1
4684,printing blurred,1
4685,printing even,1
4686,printing terribl,1
4687,printing without,1
4688,pro go,1
4689,pro missed,1
4690,probl administra,1
4691,probl all,1
4692,probl await,1
4693,probl be,1
4694,probl bought,2
4695,probl cabl,1
4696,probl can,1
4697,probl chang,1
4698,probl com,1
4699,probl consens,1
4700,probl delivery,3
4701,probl dissatisfied,1
4702,probl distribution,1
4703,probl getting,1
4704,probl he,1
4705,probl hop,1
4706,probl in,3
4707,probl is,3
4708,probl it,1
4709,probl marathon,1
4710,probl not,1
4711,probl oth,1
4712,probl partn,1
4713,probl persist,1
4714,probl po,1
4715,probl pow,1
4716,probl probl,1
4717,probl purchas,1
4718,probl return,1
4719,probl satisfaction,1
4720,probl sent,1
4721,probl sinc,1
4722,probl solution,1
4723,probl solved,1
4724,probl soon,1
4725,probl stark,1
4726,probl the,6
4727,probl they,1
